"","mean.PVOUT_01","mean.PVOUT_02","mean.PVOUT_03","mean.PVOUT_04","mean.PVOUT_05","mean.PVOUT_06","mean.PVOUT_07","mean.PVOUT_08","mean.PVOUT_09","mean.PVOUT_10","mean.PVOUT_11","mean.PVOUT_12"
"77",3.55316042582194,3.27609415690104,3.45356140136719,3.09460375467936,2.94255490620931,2.76611386617025,3.03106768290202,3.30439346313477,3.43063941955566,3.65419263203939,3.53617383321126,3.65227511088053
"78",3.3732443745931,3.08164825439453,3.29188957214355,3.04390251159668,2.98519032796224,2.86386744181315,3.11201154073079,3.34970680236816,3.40338747660319,3.51127217610677,3.40622838338216,3.46740160624186
"79",3.20297180175781,2.91498392740885,3.13843068440755,2.96318511962891,2.91551951090495,2.81298436482747,3.05069979349772,3.24074002583822,3.26554349263509,3.28874880472819,3.21728642781576,3.26273531595866
"80",3.1676259358724,2.88610539754232,3.10389216105143,2.92801712036133,2.86841593424479,2.76163976033529,2.98897677103678,3.18231976826986,3.20565864562988,3.22864079793294,3.16116256713867,3.20369682312012
"81",3.06057304382324,2.79153722127279,3.03155268351237,2.92279749552409,2.89239255269368,2.77507893880208,3.00463035583496,3.18862477620443,3.18235944112142,3.15428263346354,3.06021697998047,3.08038401285807
"82",2.99490025838216,2.74478706359863,2.97792226155599,2.90189287821452,2.89329511006673,2.77490570068359,2.99462155659994,3.16998878479004,3.15484598795573,3.09924613952637,2.99954231262207,3.00244074503581
"83",2.91657282511393,2.68783222198486,2.92848393758138,2.88344235738119,2.92170384724935,2.80095125834147,3.01675867716471,3.17694806416829,3.12386644999186,3.0314323425293,2.9282915242513,2.9157502746582
"84",2.82606053670247,2.61803709665934,2.86727732340495,2.83545969645182,2.88674908955892,2.76189069112142,2.97144467671712,3.12032730102539,3.04142064412435,2.93917577107747,2.83718579610189,2.82348841349284
"85",2.70021792093913,2.50544537862142,2.74851052602132,2.7015261332194,2.73024828592936,2.58543295542399,2.79665667215983,2.93241055806478,2.87236404418945,2.78651331583659,2.67841603597005,2.67427419026693
"86",2.65555240631104,2.46898454030355,2.71501556396484,2.67951117197673,2.70090145111084,2.55089129130046,2.75343326568604,2.8605894724528,2.79155474344889,2.71215167999268,2.59504932403564,2.60049706776937
"87",3.99998550415039,3.6499661509196,3.80644777933757,3.21808186848958,2.80601020812988,2.42811389923096,2.7280414835612,2.96601875305176,3.28289838155111,3.79440277099609,3.79614936828613,3.9647368367513
"88",3.99793772379557,3.65307947794596,3.81452616373698,3.25001653035482,2.8651230875651,2.48676574707031,2.7818332417806,3.04687962849935,3.35389228820801,3.83888264973958,3.81497578938802,3.96966751098633
"89",3.55394032796224,3.27696133931478,3.49031598409017,3.1451909383138,3.03315149943034,2.90596893310547,3.16441441853841,3.43678143819173,3.53387479146322,3.72799372355143,3.56749521891276,3.66428705851237
"90",3.60685895284017,3.32077438354492,3.5136184946696,3.15705708821615,3.01861966451009,2.86660586039225,3.12816566467285,3.39395062764486,3.51351005554199,3.73922047932943,3.58317459106445,3.69996551513672
"91",3.1957460530599,2.93178504943848,3.15307327270508,2.99052864074707,2.94653012593587,2.83888478597005,3.08008712768555,3.28480598449707,3.31201098124186,3.33359235127767,3.24288037618001,3.27079584757487
"92",3.19730817159017,2.94042645772298,3.16558344523112,2.99633145650228,2.93874168395996,2.81986000061035,3.06380770365397,3.26053942362467,3.29644864400228,3.30696128845215,3.22351341247559,3.26388946533203
"93",2.93810460408529,2.69028450012207,2.95310656229655,2.92884297688802,2.95845710754395,2.85558507283529,3.08212498982747,3.23581926981608,3.18564732869466,3.08481183369954,2.9691618347168,2.95780448913574
"94",2.93943959554036,2.69772696177165,2.95000348409017,2.91267430623372,2.93155825297038,2.79896662394206,3.0304712677002,3.19209482828776,3.134119237264,3.05420984903971,2.94293279012044,2.94204345703125
"95",2.93190241495768,2.70300361633301,2.95418896993001,2.8835501352946,2.90505645751953,2.7527019627889,2.98086631774902,3.14456179300944,3.09205907185872,3.02296913146973,2.92390139261882,2.93099225362142
"96",2.86181635538737,2.64750642140706,2.90069079081217,2.85823125203451,2.89983517964681,2.73837295532227,2.96008567810059,3.09894892374674,3.04081860860189,2.95513252258301,2.83815348307292,2.84199480692546
